NAMESPACE,POD_NAME,SERVICEACCOUNT,SECURITY_CONTEXT_CONSTRAINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-oi-system-p,tsb-gateway-envoy-oi-system-p-dc4f4c896-s4rs7,tsb-gateway-envoy-oi-system-p-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-rtp-system-b,tsb-gateway-envoy-rtp-system-b-7568b78f7f-gfv7z,tsb-gateway-envoy-rtp-system-b-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-rtp-system-b,tsb-gateway-envoy-rtp-system-b-7568b78f7f-mmgsd,tsb-gateway-envoy-rtp-system-b-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-rtp-system-b,tsb-gateway-envoy-rtp-system-b-7568b78f7f-np4nl,tsb-gateway-envoy-rtp-system-b-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-rtp-system-b,tsb-gateway-envoy-rtp-system-b-75df68c4d8-5dwzw,tsb-gateway-envoy-rtp-system-b-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-rtp-system-b,tsb-gateway-envoy-rtp-system-b-75df68c4d8-lmdtx,tsb-gateway-envoy-rtp-system-b-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-rtp-system-b,tsb-gateway-envoy-rtp-system-b-75df68c4d8-m7fjv,tsb-gateway-envoy-rtp-system-b-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-rtp-system-p,tsb-gateway-envoy-rtp-system-p-6c69849cdd-4c92s,tsb-gateway-envoy-rtp-system-p-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-rtp-system-p,tsb-gateway-envoy-rtp-system-p-6c69849cdd-bhdxh,tsb-gateway-envoy-rtp-system-p-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-rtp-system-p,tsb-gateway-envoy-rtp-system-p-6c69849cdd-wnnhf,tsb-gateway-envoy-rtp-system-p-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-rtp-system-p,tsb-gateway-envoy-rtp-system-p-9d7d77cf9-4rpzf,tsb-gateway-envoy-rtp-system-p-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-rtp-system-p,tsb-gateway-envoy-rtp-system-p-9d7d77cf9-9vxtp,tsb-gateway-envoy-rtp-system-p-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-rtp-system-p,tsb-gateway-envoy-rtp-system-p-9d7d77cf9-fhhr5,tsb-gateway-envoy-rtp-system-p-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-system-b,tsb-gateway-envoy-system-b-5969874d8d-4kmt4,tsb-gateway-envoy-system-b-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-system-b,tsb-gateway-envoy-system-b-5969874d8d-vqx67,tsb-gateway-envoy-system-b-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-system-b,tsb-gateway-envoy-system-b-5969874d8d-zmfz7,tsb-gateway-envoy-system-b-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-system-b,tsb-gateway-envoy-system-b-c575b8f5c-58tvl,tsb-gateway-envoy-system-b-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-system-b,tsb-gateway-envoy-system-b-c575b8f5c-tpb4q,tsb-gateway-envoy-system-b-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-system-b,tsb-gateway-envoy-system-b-c575b8f5c-vc2bf,tsb-gateway-envoy-system-b-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-system-p,tsb-gateway-envoy-system-p-54c5b94964-46g6t,tsb-gateway-envoy-system-p-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-system-p,tsb-gateway-envoy-system-p-54c5b94964-7h6nr,tsb-gateway-envoy-system-p-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-system-p,tsb-gateway-envoy-system-p-54c5b94964-bdz9r,tsb-gateway-envoy-system-p-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-system-p,tsb-gateway-envoy-system-p-7f95d448f-6lw8c,tsb-gateway-envoy-system-p-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-system-p,tsb-gateway-envoy-system-p-7f95d448f-djmg6,tsb-gateway-envoy-system-p-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node-exporter,,,,,,,,,,,,,,,,,,,,,,,,,,
envoy-system-p,tsb-gateway-envoy-system-p-7f95d448f-lgr5x,tsb-gateway-envoy-system-p-service-account,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
etcd-backup,etcd-backup-28220925-gg77l,default,node-exporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-2fvbs,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-4w6q7,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-5hqx5,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-5rx7f,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-642xk,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-8cf2t,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-btfs6,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-cj4tq,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-d867d,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-dbc4s,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-f6fs6,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-ggtfh,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-gp2z4,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-h8ld6,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-j7htz,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-khk79,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-km5mv,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-l5hsg,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-pblkn,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-qpw8r,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-tfrxl,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-tpfqk,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-vr6hz,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-vxwsd,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-wld6m,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-wsd48,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-wwktr,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostnetwork,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-xwpl4,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,
infra-monitoring,nodemon-z74fh,nodemonitor,hostnetwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,
infra-test-b,test-pod-7996c7f46c-g4gtr,default,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,
infra-test-b,test-pod-7996c7f46c-lnqvw,default,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anyuid,,,,,,,,,,,
infra-test-b,test-pod-7996c7f46c-pt65c,default,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infra-test-m,helloworld,default,anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infra-test-oi-system-b,infra-test-oi-system-b-v1-66fc4b58d9-hw5vf,helloworld-sa,anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infra-test-oi-system-b,infra-test-oi-system-b-v2-6bbfb64cf8-ml7wh,helloworld-sa,anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infra-test-system-m,infra-test-system-m-v1-76f77b55dc-csz44,default,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infra-test-system-m,infra-test-system-m-v2-78f8c555fb-bxnwl,default,nonroot-anyuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isilon,isilon-controller-f557dcc56-g5nzz,isilon-controller,restricted-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-controller-f557dcc56-qc4lr,isilon-controller,restricted-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-2lvr8,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-2rfvp,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-4jqpg,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-4kmkl,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-4vtgh,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-58d6g,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-5db2l,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-77sbt,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-8qk6f,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-8qp5s,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-9jdzx,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-b7fx8,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-bdghd,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-bf8r2,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-c9d6n,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-ds4lh,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-gzqg6,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-j5d7s,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-jdjqd,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-kvcf7,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-kvfhs,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
isilon,isilon-node-kz9vr,isilon-node,privileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileged,,,,,,,,,,,,,,,,
